thirdPoolFraction,photonTotal,ringThreshold,ringPower,summedThreshold,summedPower,medianNullStat,medianAltStat,medianAltHeightSpreadUm,summedDecayGap,ringPatternGap,seconds,displacedHeightUm
0.1,10000,1.61162338477027,0.35,0.336476365605141,0.0333333333333333,3.65218966180691e-12,1.04744423488671,0.0894979867578963,1.53896976882225e-16,0.00286077796882185,251.3532644,0.08
0.1,10000,6.2175359151509,0.516666666666667,0.378981112852342,0.0166666666666667,3.12638803734444e-13,6.50925039157221,0.147803173180671,4.61690930646674e-16,0.00841777386538818,257.7514703,0.15
0.1,10000,3.3085949573578,1,0.352182951671112,0.05,2.44369203983297e-07,25.6115513947213,0.327140068399737,3.0779395376445e-16,0.0165330587568468,252.5738363,0.25
0.1,10000,1.96218488057409,1,0.34825173569414,0.0333333333333333,-8.84426754055312e-09,42.2147866271083,0.480264337966751,6.15587907528899e-16,0.0234801220353125,256.5801959,0.4
0.1,10000,4.29534451660277,1,0.358988893889,0.116666666666667,-0.0190746197566227,59.2160633195344,0.515526027370048,1.53896976882225e-16,0.0258816263654362,259.6774921,0.6
