thirdPoolFraction,photonTotal,ringThreshold,ringPower,summedThreshold,summedPower,medianNullStat,medianAltStat,medianAltHeightSpreadUm,summedDecayGap,ringPatternGap,seconds
0.1,10000,4.29534451660277,1,0.358988893889,0.116666666666667,-0.0190746197566227,59.2160633195344,0.515526027370048,1.53896976882225e-16,0.0258816263654362,259.6774921
